last_updated,name,address,rating,description,distance,place_id,hours,allHours
2025-04-24T13:55:01.319153,Philly's Best,"769 West Jackson Boulevard, Chicago",4.3,,0.41,ChIJO3Jf5sIsDogR1qCb1zxAewc,"Monday: 10:30 AM – 12:00 AM
Tuesday: 10:30 AM – 1:00 AM
Wednesday: 10:30 AM – 1:00 AM
Thursday: 10:30 AM – 1:00 AM
Friday: 10:30 AM – 1:00 AM
Saturday: 11:00 AM – 12:00 AM
Sunday: 12:00 – 11:00 PM","Monday: 10:30 AM – 12:00 AM
Tuesday: 10:30 AM – 1:00 AM
Wednesday: 10:30 AM – 1:00 AM
Thursday: 10:30 AM – 1:00 AM
Friday: 10:30 AM – 1:00 AM
Saturday: 11:00 AM – 12:00 AM
Sunday: 12:00 – 11:00 PM"
2025-04-24T13:55:01.422735,Manny's Cafeteria & Delicatessen,"1141 South Jefferson Street, Chicago",4.5,,0.41,ChIJHUgwtu0sDogR1e1GW8Y73QI,"Monday: 8:00 AM – 3:30 PM
Tuesday: 8:00 AM – 7:30 PM
Wednesday: 8:00 AM – 7:30 PM
Thursday: 8:00 AM – 7:30 PM
Friday: 8:00 AM – 7:30 PM
Saturday: 8:00 AM – 7:30 PM
Sunday: 8:00 AM – 3:30 PM","Monday: 8:00 AM – 3:30 PM
Tuesday: 8:00 AM – 7:30 PM
Wednesday: 8:00 AM – 7:30 PM
Thursday: 8:00 AM – 7:30 PM
Friday: 8:00 AM – 7:30 PM
Saturday: 8:00 AM – 7:30 PM
Sunday: 8:00 AM – 3:30 PM"
2025-04-24T13:55:01.536901,Chez Joël,"1119 West Taylor Street, Chicago",4.7,,0.41,ChIJB11Kt-MsDogRdRcKFaGscAI,"Monday: 5:00 – 9:00 PM
Tuesday: 5:00 – 9:00 PM
Wednesday: 5:00 – 9:00 PM
Thursday: 5:00 – 9:00 PM
Friday: 5:00 – 10:00 PM
Saturday: 5:00 – 10:00 PM
Sunday: Closed","Monday: 5:00 – 9:00 PM
Tuesday: 5:00 – 9:00 PM
Wednesday: 5:00 – 9:00 PM
Thursday: 5:00 – 9:00 PM
Friday: 5:00 – 10:00 PM
Saturday: 5:00 – 10:00 PM
Sunday: Closed"
2025-04-24T13:55:01.666363,Farmer's Fridge,"Located in the 2nd floor lunchroom, 307 South Sangamon Street, Chicago",,,0.41,ChIJuyGiip8tDogR6rk_LkLLhB4,"Monday: 8:00 AM – 5:00 PM
Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed","Monday: 8:00 AM – 5:00 PM
Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed"
2025-04-24T13:55:01.825078,Chick-fil-A South Loop,"1106 South Clinton Street, Chicago",3.9,,0.41,ChIJL2jWs-EtDogRv6ZQ2HRW3Zw,"Monday: 6:30 AM – 10:00 PM
Tuesday: 6:30 AM – 10:00 PM
Wednesday: 6:30 AM – 10:00 PM
Thursday: 6:30 AM – 10:00 PM
Friday: 6:30 AM – 10:00 PM
Saturday: 6:30 AM – 10:00 PM
Sunday: Closed","Monday: 6:30 AM – 10:00 PM
Tuesday: 6:30 AM – 10:00 PM
Wednesday: 6:30 AM – 10:00 PM
Thursday: 6:30 AM – 10:00 PM
Friday: 6:30 AM – 10:00 PM
Saturday: 6:30 AM – 10:00 PM
Sunday: Closed"
2025-04-24T13:55:01.962633,Portillo's Chicago – Canal and Taylor,"520 West Taylor Street, Chicago",4.2,,0.41,ChIJGXnZiOwsDogRSS0Hzk3qwjQ,"Monday: 6:30 AM – 1:00 AM
Tuesday: 6:30 AM – 1:00 AM
Wednesday: 6:30 AM – 1:00 AM
Thursday: 6:30 AM – 1:00 AM
Friday: 6:30 AM – 1:00 AM
Saturday: 6:30 AM – 1:00 AM
Sunday: 6:30 AM – 1:00 AM","Monday: 6:30 AM – 1:00 AM
Tuesday: 6:30 AM – 1:00 AM
Wednesday: 6:30 AM – 1:00 AM
Thursday: 6:30 AM – 1:00 AM
Friday: 6:30 AM – 1:00 AM
Saturday: 6:30 AM – 1:00 AM
Sunday: 6:30 AM – 1:00 AM"
2025-04-24T13:55:02.095232,Buffalo Wild Wings,"513 West Taylor Street, Chicago",3.1,,0.42,ChIJQ8PH5ewsDogRbGmnrLnsKJY,"Monday: 11:00 AM – 12:00 AM
Tuesday: 11:00 AM – 12:00 AM
Wednesday: 11:00 AM – 12:00 AM
Thursday: 11:00 AM – 1:00 AM
Friday: 11:00 AM – 1:00 AM
Saturday: 11:00 AM – 1:00 AM
Sunday: 11:00 AM – 12:00 AM","Monday: 11:00 AM – 12:00 AM
Tuesday: 11:00 AM – 12:00 AM
Wednesday: 11:00 AM – 12:00 AM
Thursday: 11:00 AM – 1:00 AM
Friday: 11:00 AM – 1:00 AM
Saturday: 11:00 AM – 1:00 AM
Sunday: 11:00 AM – 12:00 AM"
2025-04-24T13:55:02.241454,Haire's Gulf Shrimp. South Loop,"1156 South Jefferson Street, Chicago",4.2,,0.42,ChIJ8VHpMbYtDogRVGmALh_zuE4,"Monday: 11:00 AM – 6:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 12:00 – 6:00 PM","Monday: 11:00 AM – 6:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 12:00 – 6:00 PM"
2025-04-24T13:55:02.333135,Zeus Restaurant,"806 West Jackson Boulevard, Chicago",4.5,,0.42,ChIJDSil18IsDogR2uzHbeQLJdI,"Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 12:00 – 7:00 PM","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 12:00 – 7:00 PM"
2025-04-24T13:55:02.430997,IDOF - I Dream of Falafel,"1129 West Taylor Street, Chicago",4.2,,0.43,ChIJdwU1suMsDogRiA5_wb-dnFE,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: 11:00 AM – 9:00 PM","Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: 11:00 AM – 9:00 PM"
2025-04-24T13:55:02.535845,Mr Greek Gyros - Halsted St,"234 South Halsted Street, Chicago",4.2,,0.43,ChIJO6tY38IsDogRnC8OWyPCmK0,"Monday: 9:00 AM – 1:00 AM
Tuesday: 9:00 AM – 1:00 AM
Wednesday: 9:00 AM – 1:00 AM
Thursday: 9:00 AM – 2:00 AM
Friday: 9:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: Closed","Monday: 9:00 AM – 1:00 AM
Tuesday: 9:00 AM – 1:00 AM
Wednesday: 9:00 AM – 1:00 AM
Thursday: 9:00 AM – 2:00 AM
Friday: 9:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: Closed"
2025-04-24T13:55:02.633813,Subway,"808 West Jackson Boulevard, Chicago",3,,0.43,ChIJfUfV1sIsDogRRwPqc3AEmHk,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: 9:00 AM – 5:00 PM","Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: 9:00 AM – 5:00 PM"
2025-04-24T13:55:02.740040,Himalayan Sherpa kitchen,"518 West Harrison Street, Chicago",4.9,,0.43,ChIJ78_9x08tDogRem0NhFj9TLU,"Monday: Closed
Tuesday: 11:00 AM – 8:30 PM
Wednesday: 11:00 AM – 8:30 PM
Thursday: 11:00 AM – 8:30 PM
Friday: 11:00 AM – 8:30 PM
Saturday: 11:00 AM – 8:30 PM
Sunday: 11:00 AM – 8:30 PM","Monday: Closed
Tuesday: 11:00 AM – 8:30 PM
Wednesday: 11:00 AM – 8:30 PM
Thursday: 11:00 AM – 8:30 PM
Friday: 11:00 AM – 8:30 PM
Saturday: 11:00 AM – 8:30 PM
Sunday: 11:00 AM – 8:30 PM"
2025-04-24T13:55:02.842078,Panera Bread,"600 West Van Buren Street Suite 102, Chicago",2.6,,0.43,ChIJVfwa88EsDogR9Rr2ErBjgH4,"Monday: 5:00 AM – 4:00 PM
Tuesday: 5:00 AM – 4:00 PM
Wednesday: 5:00 AM – 4:00 PM
Thursday: 5:00 AM – 4:00 PM
Friday: 5:00 AM – 4:00 PM
Saturday: 6:00 AM – 2:00 PM
Sunday: Closed","Monday: 5:00 AM – 4:00 PM
Tuesday: 5:00 AM – 4:00 PM
Wednesday: 5:00 AM – 4:00 PM
Thursday: 5:00 AM – 4:00 PM
Friday: 5:00 AM – 4:00 PM
Saturday: 6:00 AM – 2:00 PM
Sunday: Closed"
2025-04-24T13:55:02.943479,Tamashii Ramen,"810 West Jackson Boulevard, Chicago",4.5,,0.43,ChIJr2WiS7otDogRJ4Lmj-vb95w,"Monday: 11:30 AM – 9:30 PM
Tuesday: 11:30 AM – 9:30 PM
Wednesday: 11:30 AM – 9:30 PM
Thursday: 11:30 AM – 9:30 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 9:30 PM","Monday: 11:30 AM – 9:30 PM
Tuesday: 11:30 AM – 9:30 PM
Wednesday: 11:30 AM – 9:30 PM
Thursday: 11:30 AM – 9:30 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 9:30 PM"
2025-04-24T13:55:03.046989,Popeyes Louisiana Kitchen,"1251 South Halsted Street, Chicago",3.7,,0.43,ChIJC6v-JvAsDogRymsuNEbCSD8,"Monday: 10:00 AM – 12:30 AM
Tuesday: 10:00 AM – 12:30 AM
Wednesday: 10:00 AM – 12:30 AM
Thursday: 10:00 AM – 12:30 AM
Friday: 10:00 AM – 12:30 AM
Saturday: 10:00 AM – 12:30 AM
Sunday: 10:00 AM – 12:30 AM","Monday: 10:00 AM – 12:30 AM
Tuesday: 10:00 AM – 12:30 AM
Wednesday: 10:00 AM – 12:30 AM
Thursday: 10:00 AM – 12:30 AM
Friday: 10:00 AM – 12:30 AM
Saturday: 10:00 AM – 12:30 AM
Sunday: 10:00 AM – 12:30 AM"
2025-04-24T13:55:03.147467,Jimmy John's,"1133 West Taylor Street, Chicago",3.9,,0.43,ChIJ98xQs-MsDogRWgmrNNocExM,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM","Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM"
2025-04-24T13:55:03.265493,ML Kitchen,"1138 West Taylor Street, Chicago",4.1,,0.44,ChIJsTcJS-IsDogRdteuF4KMI3s,"Monday: 11:00 AM – 9:50 PM
Tuesday: Closed
Wednesday: 11:00 AM – 9:50 PM
Thursday: 11:00 AM – 9:50 PM
Friday: 11:00 AM – 9:50 PM
Saturday: 11:00 AM – 9:50 PM
Sunday: 11:00 AM – 9:50 PM","Monday: 11:00 AM – 9:50 PM
Tuesday: Closed
Wednesday: 11:00 AM – 9:50 PM
Thursday: 11:00 AM – 9:50 PM
Friday: 11:00 AM – 9:50 PM
Saturday: 11:00 AM – 9:50 PM
Sunday: 11:00 AM – 9:50 PM"
